question,answer,source_link,topic
Rối loạn tâm thần mạn tính thì không được cấp giấy phép lái xe (BV Chợ Rẫy),"Theo bảng phân loại quốc tế lần thứ 10, có hàng trăm rối loạn tâm thần (RLTT) khác nhau và phân chia thành 9 nhóm chính. Như vậy, nhiều RLTT có thể chữa khỏi hoặc diễn biến mạn tính nhưng ổn định trong một thời gian dài, họ có thể tham gia mọi hoạt động như một người bình thường. Nếu không cho phép những người RLTT đã chữa khỏi hoặc đang trong giai đoạn ổn định dduwwocj điều khiển các phương tiện giao thông cơ giới sẽ gây ảnh hưởng lớn đến cuộc sống của họ và tăng thêm sự kỳ thị của xã hội. Chưa có nghiên cứu cho báo cáo chính xác về tỷ lệ gây tai nạn giao thông ở người có RLTT. Ở một số nước, tỷ lệ này chỉ cao hơn chút ít so với người không có RLTT. Thực tế nguy cơ gây tai nạn cao hơn là ở những người sử dụng rượu, bia và ma túy. Tuy nhiên, cần phải thực hiện KSK tâm thần chuyên sâu hơn khi KSK lái xe.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_delta=75&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_cur=2,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Làm thế nào để phân loại đâu là một sản phẩm mỹ phẩm?,"- Theo Hiệp định mỹ phẩm ASEAN và Thông tư số 06/2011/TT-BYT ngày 25/01/2011 của Bộ Y tế quy định về quản lý mỹ phẩm, mỹ phẩm được phân loại thành 20 nhóm sản phẩm được quy định cụ thể tại Mục 2 (dạng sản phẩm) của Phụ lục số 01-MP của Thông tư. - Tiêu chí để phân loại sản phẩm mỹ phẩm dựa vào tính năng, mục đích sử dụng, thành phần công thức, đường dùng của sản phẩm và định nghĩa về mỹ phẩm quy định tại Khoản 1 Điều 2 Thông tư số 06/2011/TT-BYT ngày 25/01/2011. Việc đánh giá công bố tính năng sản phẩm (nêu ở phần mục đích sử dụng cũng như tên sản phẩm) không thể tách rời với việc xem xét một sản phẩm có phải là sản phẩm mỹ phẩm hay không. Tính năng, mục đích sử dụng sản phẩm mỹ phẩm phải đáp ứng Hướng dẫn của ASEAN về công bố tính năng của sản phẩm mỹ phẩm (Phụ lục số 03-MP của Thông tư số 06/2011/TT-BYT). Thành phần công thức sản phẩm mỹ phẩm phải đáp ứng các Phụ lục của Hiệp định mỹ phẩm ASEAN. Lưu ý: thành phần có nguồn gốc từ con người không được phép sử dụng trong mỹ phẩm. - Đặc tí",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=24&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=20,Thủ tục hành chính lĩnh vực Mỹ phẩm
Phương thức đóng BHYT của một số nhóm đối tượng theo quy định của pháp luật BHYT cụ thể như thế nào?,"1. Đối với người đang hưởng lương hưu, trợ cấp mất sức lao động, trợ cấp bảo hiểm xã hội hằng tháng do ngân sách nhà nước đảm bảo quy định tại Điều 2 và khoản 2 Điều 3 NĐ số:146/2018/NĐ-CP: Hằng tháng, cơ quan BHXH thực hiện đóng BHYT cho đối tượng này từ nguồn kinh phí chi trả lương hưu, trợ cấp BHXH do ngân sách nhà nước đảm bảo. 2. Đối với đối tượng quy định tại các khoản 3, 8, 11, 12 và 16 Điều 3 NĐ số:146/2018/NĐ-CP: Hằng quý, cơ quan lao động - thương binh và xã hội chuyển kinh phí từ nguồn thực hiện chính sách ưu đãi người có công với cách mạng, nguồn thực hiện chính sách bảo trợ xã hội vào quỹ BHYT. Chậm nhất đến ngày 15 tháng 12 hằng năm, cơ quan lao động - thương binh và xã hội phải thực hiện xong việc thanh toán, chuyển kinh phí vào quỹ BHYT của năm đó. 3. Đối với đối tượng quy định tại các khoản 1, 4, 6, 7, 10, 13, 14 và 17 Điều 3, đối tượng quy định tại khoản 1 và 2 Điều 4 NĐ số:146/2018/NĐ-CP mà được ngân sách nhà nước hỗ trợ 100% mức đóng BHYT: Hằng quý, cơ quan BHXH tổng hợp số thẻ BHYT đã phát hành và số tiền đóng, hỗ trợ đóng theo Mẫu số 1 Phụ lục ban hành kèm theo NĐ số:146/2018/NĐ-CP, g",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Tra cứu thông tin giá kê khai ở đâu?,"Thông tin giá kê khai, kê khai lại được công bố trên trang thông tin điện tử của Cục Quản lý Dược tại địa chỉ: https://dav.gov.vn",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_delta=75&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_cur=2,Thủ tục hành chính lĩnh vực Dược
Thời hạn để cấp giấy chứng nhận y tế là bao nhiêu ngày?,"Theo quy định tại Khoản 3 Điều 17 Thông tư số 52/2015/TT-BYT ngày 21/12/2015 của Bộ trưởng Bộ Y tế quy định việc kiểm tra nhà nước về an toàn thực phẩm đối với thực phẩm nhập khẩu và hồ sơ, thủ tục cấp giấy chứng nhận đối với thực phẩm xuất khẩu thuộc thẩm quyền quản lý của Bộ Y tế thì thời hạn cấp giấy chứng nhận y tế là 5 ngày.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=3&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Quản lý thực phẩm và sản phẩm dinh dưỡng
"Hồ sơ đề nghị cấp giấy phép hoạt động đối với cơ sở khám bệnh, chữa bệnh bao gồm những giấy tờ gì ?","Khoản 1 Điều 43 Nghị định 109/2016/NĐ-CP quy định hồ sơ đề nghị cấp, điều chỉnh giấy phép hoạt động đối với cơ sở khám bệnh, chữa bệnh bao gồm: 1. Đơn đề nghị cấp giấy phép hoạt động theo Mẫu 01 Phụ lục XI ban hành kèm theo Nghị định này; 2. Bản sao hợp lệ quyết định thành lập hoặc văn bản có tên của cơ sở khám bệnh, chữa bệnh của cơ quan nhà nước có thẩm quyền đối với cơ sở khám bệnh, chữa bệnh của Nhà nước hoặc giấy chứng nhận đăng ký doanh nghiệp đối với cơ sở khám bệnh, chữa bệnh tư nhân hoặc giấy chứng nhận đầu tư đối với cơ sở khám bệnh, chữa bệnh có vốn đầu tư nước ngoài; 3. Bản sao hợp lệ chứng chỉ hành nghề của người chịu trách nhiệm chuyên môn kỹ thuật của cơ sở khám bệnh, chữa bệnh; người phụ trách bộ phận chuyên môn của cơ sở khám bệnh, chữa bệnh; 4. Danh sách đăng ký người hành nghề tại cơ sở khám bệnh, chữa bệnh (bao gồm đăng ký người hành nghề và người làm việc chuy",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
"Cập nhật thông tin để cung cấp thông tin thuốc, quảng cáo thuốc.",Thực hiện theo Thông tư 32/2018/TT-BYT: - Phụ lục II – Thay đổi số 39; Mẫu 6H/TT,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Dược
Hồ sơ Kê khai giá thuốc gồm những tài liệu gì?,"Tại Điều 130 Nghị định số 54/2017/NĐ-CP ngày 08 tháng 5 năm 2017 của Chính phủ quy định chi tiết một số điều về biện pháp thi hành Luật dược và Khoản 67, 68 và 69 Điều 5 Nghị định số 155/2018/NĐ-CP ngày 12/11/2018 của Chính phủ sửa đổi, bổ sung một số quy định liên quan đến điều kiện đầu tư kinh doanh thuộc phạm vi quản lý nhà nước của Bộ Y tế có quy định rõ các tài liệu kèm theo Hồ sơ kê khai/kê khai lại giá thuốc, cụ thể như sau: 1. Hồ sơ kê khai giá thuốc: a) Bảng kê khai giá thuốc nước ngoài nhập khẩu vào Việt Nam theo Mẫu số 01 tại Phụ lục VII ban hành kèm theo Nghị định 54/2017/NĐ-CP và Mẫu số 01 Phụ lục VII Nghị định số 155/2018/NĐ-CP b) Bảng kê khai giá thuốc sản xuất trong nước theo Mẫu số 02 tại Phụ lục VII ban hành kèm theo Nghị định Nghị định 54/2017/NĐ-CP Mẫu số 02 Phụ lục VII Nghị định số 155/2018/NĐ-CP 2. Hồ sơ kê khai lại giá thuốc: a) Bảng kê khai lại giá thuốc nước ngoài nhập khẩu vào Việt Nam theo Mẫu số 03 tại Phụ lục VII ban hành kèm theo Nghị định Nghị định 54/2017/NĐ-CP Mẫu số 03 Phụ lục VII Nghị định số 155/2018/NĐ-CP b) Bảng kê khai lại giá thuốc sản xuất trong nước theo Mẫu số 04 tại Phụ lục VII ban hành kèm theo Nghị định Nghị định 54/2017/NĐ-CP và Mẫu số 04 Phụ lục VII Nghị đ",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_delta=75&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_cur=2,Thủ tục hành chính lĩnh vực Dược
Bệnh viện phải có bao nhiêu giường bệnh mới được cấp giấy phép hoạt động?,"Khoản 5 Điều 11 Nghị định 155/2018/NĐ-CP quy định về số giường bệnh để cấp giấy phép hoạt động đối với bệnh viện như sau: 1. Bệnh viện đa khoa phải có ít nhất là 30 giường bệnh; 2. Bệnh viện chuyên khoa, bệnh viện y học cổ truyền phải có ít nhất 20 giường bệnh; riêng đối với bệnh viện chuyên khoa mắt, tâm thần phải có ít nhất là 10 giường bệnh.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
"Chiến trường B, C, K là chiến trường gì?","Chiến trường B, C, K là: chiến trường miền Nam (B), chiến trường Lào (C), chiến trường Campuchia (K) trong thời kỳ chống Mỹ cứu nước.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=20&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=50,"Thủ tục xét tặng Thầy thuốc Nhân dân, Thầy thuốc Ưu tú"
Tôi có thể nộp hồ sơ công bố mỹ phẩm nhập khẩu và nhận kết quả ở đâu?,"TTHC này đã triển khai dịch vụ công trực tuyến cấp độ 4 và kết nối theo cơ chế Một cửa Quốc gia. Tổ chức, cá nhân chịu trách nhiệm đưa sản phẩm ra thị trường nộp hồ sơ công bố mỹ phẩm nhập khẩu và nhận kết quả trực tuyến tại Cổng Thông tin Một cửa Quốc gia (http://vnsw.gov.vn)",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=24&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=20,Thủ tục hành chính lĩnh vực Mỹ phẩm
Tôi nộp hồ sơ hồ sơ đề nghị đánh giá việc duy trì đáp ứng thực hành tốt phân phối thuốc tại đâu?,"Bạn nộp hồ sơ tại bộ phận một cửa của Sở Y tế tỉnh, thành phố trực thuộc Trung ương. Một số tỉnh, thành phố tiếp nhận hồ sơ tại bộ phận một cửa của Ủy ban nhân dân tỉnh.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Dược
Hộ gia đình tham gia BHYT?,Hộ gia đình tham gia BHYT bao gồm toàn bộ người có tên trong sổ hộ khẩu hoặc sổ tạm trú.,https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Tôi muốn thành lập công ty tư nhân để bán buôn thuốc tôi cần thực hiện những thủ tục nào?,"Trước tiên, anh/chị phải thực hiện thủ tục đăng ký kinh doanh và được Sở Kế hoạch và đầu tư cấp giấy đăng ký kinh doanh do. Sau đó thực hiện thủ tục đề nghị cấp giấy chứng nhận đủ điều kiện kinh doanh dược cho phạm vi bán buôn thuốc (thủ tục B09,. Quyết định số 5229/QĐ-BYT ngày 28/9/2018)",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Dược
Người hành nghề cơ hữu là gì?,"Khoản 3 Điều 3 của Nghị định 109/2016/NĐ-CP ngày 1/7/2016 của Chính phủ quy định cấp chứng chỉ hành nghề đối với người hành nghề và cấp giấy phép hoạt động đối với cơ sở khám bệnh, chữa bệnh (sau đây gọi tắt là Nghị định 109/2016/NĐ-CP) quy định Người hành nghề cơ hữu là người đăng ký làm việc liên tục 8 giờ/ngày trong thời gian hoạt động mà cơ sở khám bệnh, chữa bệnh đã đăng ký hoặc người làm việc đầy đủ thời gian mà cơ sở khám bệnh, chữa bệnh đăng ký hoạt động có thời gian ít hơn 8 giờ/ngày phù hợp với quy định của pháp luật về lao động.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Tiếp nhận hồ sơ xin cấp giấy phép hoạt động ngân hàng mô gửi đến cơ quan hay đơn vị nào?,"Hồ sơ xin gửi đến Văn thư, Văn phòng Cục Quản lý Khám, chữa bệnh, Bộ Y tế (138ª, Giảng Võ, Ba Đình Hà Nội)",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_delta=75&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_cur=2,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Cơ sở muốn sản xuất trang thiết bị y tế phải thực hiện các thủ tục gì?,"Theo quy định tại Điều 16 Nghị định 36/2016/NĐ-CP: cơ sở chỉ được sản xuất trang thiết bị y tế sau khi được Sở Y tế cấp phiếu tiếp nhận hồ sơ công bố đủ điều kiện sản xuất trang thiết bị y tế. Do đó, muốn sản xuất trang thiết bị y tế, cơ sở phải thực hiện thủ tục công bố đủ điều kiện sản xuất trang thiết bị y tế.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=19&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Trang thiết bị và sinh phẩm y tế
Thời hạn phải thực hiện đăng ký lưu hành vỏ nang?,"Thời hạn đăng ký tá dược, vỏ nang thực hiện theo quy định tại Điều 143 Nghị định số 54/2017/NĐ-CP. Theo đó, chậm nhất đến ngày 01/01/2019, vỏ nang lưu hành tại Việt Nam phải có Giấy đăng ký lưu hành.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=23&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,Thủ tục hành chính lĩnh vực Dược
Bảo hiểm y tế là gì?,"Bảo hiểm y tế là hình thức bảo hiểm bắt buộc được áp dụng đối với các đối tượng theo quy định của Luật BHYT để chăm sóc sức khỏe, không vì mục đích lợi nhuận do Nhà nước tổ chức thực hiện.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=1&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=30,Thủ tục hành chính lĩnh vực Bảo hiểm y tế
Hồ sơ đề nghị cấp chứng chỉ hành nghề lần đầu đối với người Việt Nam bao gồm những giấy tờ gì?,"Hồ sơ đề nghị cấp chứng chỉ hành nghề lần đầu đối với người Việt Nam được quy định tại Điều 5 Nghị định 109/2016/NĐ-CP như sau: 1. Đơn đề nghị cấp chứng chỉ hành nghề theo Mẫu 01 Phụ lục I ban hành kèm theo Nghị định này. 2. Bản sao hợp lệ văn bằng chuyên môn phù hợp với phạm vi hoạt động chuyên môn đề nghị cấp chứng chỉ hành nghề, cụ thể như sau: a) Văn bằng chuyên môn y; b) Văn bằng cử nhân y khoa do nước ngoài cấp được Bộ Giáo dục và Đào tạo công nhận tương đương trình độ đại học nhưng phải kèm theo giấy chứng nhận đã qua đào tạo bổ sung theo ngành, chuyên ngành phù hợp với thời gian đào tạo ít nhất là 12 tháng tại cơ sở đào tạo hợp pháp của Việt Nam theo quy định của Bộ trưởng Bộ Y tế thì được coi là tương đương với văn bằng bác sỹ và được cấp chứng chỉ hành nghề với chức danh là bác sỹ; c) Văn bằng cử nhân hóa học, sinh học, dược sĩ trình độ đại học và phải kèm theo ch",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
"Cơ quan nào có quyền cấp, cấp lại và thu hồi chứng chỉ hành nghề?","Điều 26 Luật Khám bệnh, chữa bệnh quy định thẩm quyền cấp, cấp lại và thu hồi chứng chỉ hành nghề như sau: 1. Bộ trưởng Bộ Y tế cấp, cấp lại và thu hồi chứng chỉ hành nghề đối với những người làm việc tại cơ sở khám bệnh, chữa bệnh thuộc Bộ Y tế; người làm việc tại cơ sở khám bệnh, chữa bệnh thuộc các Bộ khác trừ Bộ Quốc phòng. 2. Giám đốc Sở Y tế cấp, cấp lại và thu hồi chứng chỉ hành nghề đối với người làm việc tại cơ sở khám bệnh, chữa bệnh trên địa bàn quản lý của Sở. 3. Bộ trưởng Bộ Quốc phòng quy định việc cấp, cấp lại và thu hồi chứng chỉ hành nghề đối với người làm việc tại cơ sở khám bệnh, chữa bệnh thuộc thẩm quyền quản lý.",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_searchString=&_hoidap_WAR_oephoidapportlet_linhvuc_id=5&_hoidap_WAR_oephoidapportlet_resetCur=false&_hoidap_WAR_oephoidapportlet_delta=75,"Thủ tục hành chính lĩnh vực Cấp chứng chỉ hành nghề và giấy phép hoạt động khám bệnh, chữa bệnh"
Định mức hỗ trợ cho đối tượng sinh con đúng chính sách dân số là bao nhiêu?,"Theo quy định tại Khoản 1 Điều 2 Nghị định số 39/2015/NĐ-CP của Chính phủ quy định chính sách hỗ trợ cho phụ nữ thuộc hộ nghèo là người dân tộc thiểu số khi sinh con đúng chính sách dân số, quy định định mức hỗ trợ là hai triệu đồng/người (2.000.000đ/người).",https://dichvucong.moh.gov.vn/web/guest/hoi-dap?p_p_id=hoidap_WAR_oephoidapportlet&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_hoidap_WAR_oephoidapportlet_jspPage=%2Fhtml%2Fhoidap%2Fportlet%2Fguihoidap%2Ftimkiem_cauhoi.jsp&_hoidap_WAR_oephoidapportlet_linhvuc_id=21,Thủ tục Xét thưởng hỗ trợ sinh con đúng chính sách dân số
